"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/refs_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/refs.csv?datainfo&rowcount&base_name=brachiopoda&select=taxonomy"
"Access Time","Tue 2017-11-07 07:33:38 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","brachiopoda"
"","ref_type","taxonomy"
"","taxon_status","all"
"Elapsed Time","1.46"
"Records Found","1982"
"Records Returned","1982"
"Records:"
"reference_no","record_type","ref_type","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","language","doi"
"17229","ref","auth,class","P. D.","Kruse","","","","1990","Cambrian palaeontology of the Daly Basin","Northern Territory Geological Survey","","7","","1","58","serial monograph","English",""
"10570","ref","auth,class","B. S.","Kues","","","","1995","Marine fauna of the Early Permian (Wolfcampian) Robledo Mountains Member, Hueco Formation, southern Robledo Mountains, New Mexico","New Mexico Museum of Natural History and Science Bulletin","","6","","63","90","journal article","English",""
"34505","ref","auth","M. V.","Kulikov","","","","2000","Pinegochonetes pinegensis name, in A new genus Pinegochonetes (Brachiopoda, Chonetida) from the Kazanian of the Russian platform","Paleontological Journal","","34","3","287","289","journal article","English",""
"36503","ref","class","B.","Kummel","","","","1953","Middle Triassic ammonites from Peary Land","Meddelelser om Grønland","","127","1","1","21","serial monograph","English",""
"18476","ref","auth","S. S.","Kutorga","","","","1837","","Zweiter Beitrag zur Geognosie und Palaeontologie Dorpats und seinter naechsten Umgebungen","","","","1","51","book/book chapter","German",""
"48612","ref","auth","A.","Lamont","","","","1935","The Drummuck Group, Girvan; a stratigraphic revision, with description of new fossils from the lower part of the group","Transactions of the Geological Society of Glasgow","","19","2","288","334","journal article","English","10.1144/transglas.19.2.288"
"61924","ref","class","J. C.","Lamsdell","I. G.","Percival","M. Poschmann","2013","The problematic 'chelicerate' Melbournopterus crossotus Caster & Kjellesvig-Waering: a case of mistaken identity","Alcheringa","","37","","344","348","journal article","English",""
"31653","ref","auth,class","E.","Landing","","","","1984","Skeleton of lapworthellids and the supragenetic classification of tommotiids (Early and Middle Cambrian phosphatic problematica)","Journal of Paleontology","","58","6","1380","1398","journal article","English",""
"16131","ref","auth,class","E.","Landing","G.","Geyer","K.E. Bartowski","2002","Latest Early Cambrian small shelly fossils, trilobites and Hatch Hill dysaerobic interval on the Québec contental slope","Journal of Paleontology","","76","2","287","305","journal article","English",""
"28279","ref","auth,class","E.","Landing","S. C.","Johnson","G. Geyer","2008","Faunas and Cambrian volcanism on the Avalonian marginal platform, southern New Brunswick","Journal of Paleontology","","82","5","884","905","journal article","English",""
"29312","ref","class","E.","Landing","P.","Myrow","A. P. Benus, G. M. Narbonne","1989","The Placentian Series: Appearance of the oldest skeletalized faunas in southeastern Newfoundland","Journal of Paleontology","","63","6","739","769","journal article","English",""
"26883","ref","auth","E.","Landing","G. S.","Nowlan","T. P. Fletcher","1980","A microfauna associated with Early Cambrian trilobites of the Callavia Zone, northern Antigonish Highlands, Nova Scotia","Canadian Journal of Earth Sciences","","17","3","400","418","journal article","English",""
"46074","ref","auth,class","N. G.","Lane","","","","1963","A Silicified Morrowan Brachiopod Faunule from the Bird Spring Formation, Southern Nevada","Journal of Paleontology","","37","2","379","392","journal article","English",""
"46564","ref","class","R. L.","Langenheim, Jr.","B. G.","Huff","E. W. Lipman, R. C. Vaiden","1985","Preliminary report of the brachiopod fauna, Arrow Canyon section, southern Nevada, U.S.A.","Xth International Congress, Carboniferous Stratigraphy and Geology, Madrid, 1983, Compte rendu","","2","","425","433","journal article","English",""
"47039","ref","auth,class","G. C.","Laube","","","","1865","","Die Fauna der Schichten von St. Cassian: Ein Beitrag zur Paläontologie der Alpinen Trias. II. Abtheilung. Brachiopoden und Bivalven","","","","1","76","serial monograph","German",""
"32698","ref","auth","J. R.","Laurie","","","","1986","Phosphatic fauna of the Early Cambrian Todd River Dolomite, Amadeus Basin, central Australia","Alcheringa","","10","4","431","454","journal article","English","10.1080/03115518608619151"
"53239","ref","auth,class","J. R.","Laurie","","","","1997","Silicified Late Cambrian brachiopods from the Georgina Basin, western Queensland","Alcheringa","","21","","179","189","journal article","English",""
"54193","ref","auth,class","J. R.","Laurie","","","","1980","Early Ordovician orthide brachiopods from southern Tasmania","Alcheringa","","4","1","11","23","journal article","English","10.1080/03115518008558976"
"54540","ref","auth,class","J. R.","Laurie","","","","1991","Articulate brachiopods from the Ordovician and Lower Silurian of Tasmania","Association of Australasian Palaeontologists Memoir","","11","","1","106","journal article","English",""
"62443","ref","auth,class","J. R.","Laurie","","","","1997","Early Ordovician fauna of the Gap Creek Formation, Canning Basin, Western Australia","Journal of Australian Geology & Geophysics","","16","5","701","716","journal article","English",""
"62512","ref","auth,class","J. R.","Laurie","C.","Burrett","","1992","Biogeographic significance of Ordovician brachiopods from Thailand and Malaysia","Journal of Paleontology","","66","1","16","23","journal article","English","10.1017/S0022336000033448"
"55843","ref","auth,class","B.","Laurin","","","","1984","Les Rhynchonellides Des Plates-formes du Jurassique Moyen en Europe Occidentale","","","","","1","465","serial monograph","English",""
"27536","ref","auth,class","S. S.","Lazarev","","","","2000","Brachiopods of the tribe Reticulatiini from the Carboniferous of the Moscow region: Part 2, on the systematic position of Reticulatiini, with proposed sister tribes and the description of a new genus, Admoskovia","Paleontological Journal","","34","5","495","503","journal article","English",""
"27537","ref","auth,class","S. S.","Lazarev","","","","2004","Revision of the brachiopod family Schrenkiellidae Lazarev, 1990","Paleontological Journal","","38","2","154","161","journal article","English",""
"27696","ref","auth,class","S. S.","Lazarev","","","","2005","Brachiopods of the Tribe Horridoniini (Order Productida): 2. Evolution and Systematics","Paleontological Journal","","39","2","148","157","journal article","English",""
"29974","ref","class","S. S.","Lazarev","","","","1982","On some brachiopods of the Family Buxtoniidae","Paleontological Journal","","16","","65","73","journal article","English",""
"32429","ref","auth,class","S. S.","Lazarev","","","","2010","Evolution and systematics of late Paleozoic brachiopod family Linoproductidae with descriptions of species from the Lower Permian of the northern Timan","Paleontological Journal","","44","2","140","150","journal article","English",""
"32430","ref","auth,class","S. S.","Lazarev","","","","2008","Brachiopods of the family Linoproductidae from the Kasimovian stage of the Moscow Region","Paleontological Journal","","42","4","378","388","journal article","English",""
"32431","ref","auth,class","S. S.","Lazarev","","","","2006","The brachiopod family Linoproductidae Stehli from the lower Moscovian of the Middle Carboniferous of the Moscow Region","Paleontological Journal","","40","5","518","528","journal article","English",""
"32579","ref","auth,class","S. S.","Lazarev","","","","2007","Family Linoproductidae Stehli (Brachiopoda) from the Upper Moscovian of the middle Carboniferous of the Moscow Region","Paleontological Journal","","41","4","415","423","journal article","English",""
"35383","ref","auth,class","S. S.","Lazarev","","","","2011","Brachiopods of the subfamily Chaoiellinae subfam. nov.: phylogeny and position in the Productidin systematics","Paleontological Journal","","45","1","23","34","journal article","English",""
"37471","ref","auth","S. S.","Lazarev","","","","1991","Helenaeproductus names","Permian Invertebrates of Southern Mongolia","","","","117","118","book/book chapter","Russian",""
"37746","ref","auth,class","S. S.","Lazarev","","","","1977","Orthidy verknego paleozoya Sibiri i Arktiki [Upper Paleozoic orthids of Siberia and the Arctic], in Brakhiopody verkhnego paleozoya Sibiri i Arktiki [Upper Paleozoic brachiopods of Siberia and the Arctic]","Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta","","162","","19","37","serial monograph","Russian",""
"40164","ref","auth,class","S. S.","Lazarev","","","","1985","Brachiopods of the families Echinoconchidae and Buxtoniidae","Paleontological Journal","","19","","62","72","journal article","English",""
"19343","ref","auth","S. S.","Lazarev","J. L.","Carter","","2000","New Atokan productoid brachiopods from the Upper Carboniferous Ladrones Limestone of southeastern Alaska, with a preliminary note on the phylogeny and classification of the tribe Retariini","Annals of Carnegie Museum","","69","1","11","21","journal article","English",""
"49023","ref","auth,class","D. E.","Lee","J. H.","Robinson","","2003","Kakanuiella (gen. nov.) and Thecidellina: Cenozoic and Recent thecideide brachiopods from New Zealand","Journal of the Royal Society of New Zealand","","33","1","341","361","journal article","English","http://www.tandfonline.com/action/showCitFormats?doi=10.1080/03014223.2003.95177"
"52676","ref","auth,class","D. E.","Lee","E. S.","Tchorszhevsky","","2006","Deslongchampsithyris, new name for the genus Deslongchampsia Tchorszhevsky, 1988 (Brachiopoda, Terebratulidae) preoccupied by Deslongchampsia Morris & Lycett, 1851 (Mollusca, Archaeogastropoda)","Treatise on Invertebrate Paleontology Part H, Brachiopoda Revised","","5","","2255","","book chapter","English",""
"31908","ref","auth,class","L.","Lee","F.","Gu","","1980","Carboniferous and Permian Brachiopoda","Paleontological Atlas of Northeast China","","1","","327","428","journal article","Chinese",""
"32421","ref","auth,class","L.","Lee","Y. Z.","Su","","1980","Taxonomic names, Carboniferous and Permian Brachiopoda","Paleontological Atlas of Northeast China","","1","","327","429","book/book chapter","Chinese",""
"57453","ref","auth,class","S.","Lee","G. R.","Shi","H. Park, J. I. Tazawa","2016","Antitropicality and convergent evolution: a case study of Permian neospiriferine brachiopods","Palaeontology","","59","","109","138","journal article","English",""
"41901","ref","auth,class","S. M.","Lee","D. K.","Choi","G. R. Shi","2010","Pennsylvanian brachiopods from the Geumcheon-Jangseong Formation, Pyeongan supergroup, Taebaeksan basin, Korea","Journal of Paleontology","","84","","417","443","journal article","English",""
"9363","ref","class","D.","Lehman","J.K.","Pope","","1990","Upper Ordovician tempestites from Swatara Gap, Pennsylvania: depositional processes affecting the sediments and paleoecology of the fossil faunas","Palaios","","4","","553","564","journal article","",""
"50205","ref","class","L. R.","Leighton","","","","2000","Environmental Distribution of Spinose Brachiopods from the Devonian of New York: Test of the Soft-substrate Hypothesis","Palaios","","15","3","184","193","journal article","English","10.1669/0883-1351(2000)015<0184:EDOSBF>2.0.CO;2"
"7000","ref","auth","A. C.","Lenz","","","","1977","Llandoverian and Wenlockian brachiopods from the Canadian Cordillera","Canadian Journal of Earth Sciences","","14","","1521","1554","journal article","",""
"44469","ref","auth,class","U. B.","Leu","H.","Sulser","","2000","Fossile Brachiopoden aus der Sammlung von Johann Jakob Scheuchzer (1672-1733) auf dem Hintergrund der frühneuzeitlichen Paläontologie","Eclogae Geologicae Helvetiae","","93","","517","530","journal article","German",""
"15514","ref","auth,class","G.","Li","L.E.","Holmer","","2004","Early Cambrian lingulate brachiopods from the Shaanxi Province, China","Geologiska Föreningens i Stockholm Förhandlingar","","126","2","193","211","journal article","English",""
"32683","ref","auth,class","G.","Li","S.","Xiao","","2004","Tannuolina and Micrina (Tannuolinidae) from the Lower Cambrian of eastern Yunnan, south China, and their scleritome reconstruction","Journal of Paleontology","","78","5","900","913","journal article","English","10.1666/0022-3360(2004)078<0900:tamtft>2.0.co;2"
"35938","ref","auth,class","G. X.","Li","J. Y.","Chen","","1992","Early Cambrian cap-shaped lathamellids: their microstructures and systematics","Acta Palaeontologica Sinica","","31","4","459","471","journal article","Chinese",""
"43203","ref","auth,class","L.","Li","","","","1986","Brachiopod names, in The Brachiopods and the boundary of Late Carboniferous-Early Permian in Longlin region, Guangxi","Bulletin of the Yichang Institute of Geology and Mineral Resources","","11","","217","237","journal article","Chinese",""
"48133","ref","auth,class","L.","Li","F.","Gu","","1980","Late Carboniferous brachiopods from Yanji of Jilin, NE China","Acta Palaeontologica Sinica","","19","","483","491","journal article","Chinese",""
"43204","ref","auth,class","L.","Li","D. L.","Yang","","1986","Brachiopod names, in The Brachiopods and the boundary of Late Carboniferous-Early Permian in Longlin region, Guangxi","Bulletin of the Yichang Institute of Geology and Mineral Resources","","11","","219","","journal article","Chinese",""
"43207","ref","auth,class","L.","Li","D. L.","Yang","R. L. Feng","1986","The brachiopods and the boundary of Late Carboniferous-Early Permian in Longlin region, Guangxi","Bulletin of the Yichang Institute of Geology and Mineral Resources","","11","","199","258","journal article","Chinese",""
"51867","ref","auth,class","R.","Li","P.","Copper","","2006","Early Silurian (Llandovery) orthide brachiopods from Anticosti Island, eastern Canada: the O/S extinction recovery fauna","Special Papers in Palaeontology","","76","","5","71","serial monograph","English",""
"33586","ref","auth,class","W. Z.","Li","S. Z.","Shen","","2008","Lopingian (Late Permian) brachiopods around the Wuchiapingian-Changhsingian boundary at the Meishan sections C and D, Changxing, south China","Geobios","","41","","307","320","journal article","English",""
